user_id,work_id,rating_value,rated_at
1358,18307360433500703826,9,2025-01-15 22:42:46
1342,5468479241096990161,2,2024-07-07 10:00:03
200,12360886314385608267,1,2023-07-05 11:49:26
1347,4865893842133063463,6,2024-08-16 16:55:12
285,7133374122093386959,10,2023-08-21 17:07:52
758,7329492528663719418,6,2025-03-28 20:05:43
749,142441823712217803,5,2023-10-03 07:39:01
668,7657216897574326707,2,2023-11-28 00:44:19
397,3399908202239628416,4,2023-07-13 22:57:44
1399,7079342439975928665,5,2025-09-03 18:08:47
736,2287599988750762644,2,2025-08-31 12:22:51
1157,2845768207247510981,10,2024-02-03 12:34:09
876,16983385930723660165,6,2024-06-01 23:31:31
479,13936421982296639525,3,2024-08-16 09:49:58
42,4761436397813323092,7,2023-11-26 01:08:35
1247,15432695142540185917,8,2023-02-25 20:41:36
497,1281007406143337607,3,2024-03-07 19:52:41
465,3660920750665989028,2,2024-01-23 13:44:54
1311,2250386734808400947,4,2023-06-07 09:04:12
1367,15942059061962741785,3,2024-10-25 12:39:46
1216,18170900755473778701,7,2024-01-29 08:07:16
493,12579552666389553681,10,2023-03-16 11:10:43
1135,4417347636608327209,7,2023-07-17 07:24:56
1019,16876071977114098817,3,2023-07-13 16:47:36
117,1159223414451643444,9,2025-08-02 10:31:53
336,8210237510276115681,1,2023-06-26 14:36:45
658,16125108452905756820,6,2023-12-24 11:57:48
1440,14993756963148063050,6,2025-02-12 22:30:05
1325,16193584958984440479,2,2025-01-17 12:22:41
1391,16750781500957031940,10,2023-01-27 15:27:35
508,3673531568474533733,2,2023-09-12 01:53:12
184,738991751542046387,5,2024-04-07 13:18:16
830,7620031344416374048,4,2023-04-29 11:10:28
1433,11055914516568153099,8,2025-09-24 12:24:38
1097,4097619860184148281,7,2024-11-21 14:17:46
697,12173600696464637700,3,2025-04-08 23:55:18
198,8089946030266692179,8,2025-05-04 22:08:09
277,13685271075012934261,0,2024-05-30 08:05:32
1427,1192808118506606067,2,2023-06-18 10:22:45
580,17288889273630228849,7,2024-11-13 09:24:13
557,17650071311213507944,6,2024-02-26 13:10:39
419,12141463908408849034,10,2023-05-23 04:42:39
1344,6203458679165660793,0,2023-06-13 18:22:31
1449,13911455878861036876,5,2023-12-14 01:04:13
605,4159524653537363617,9,2024-12-24 18:34:05
1246,11146970279022088280,8,2024-09-22 09:08:30
1360,6473760866566079790,7,2025-04-23 23:14:50
184,5304411888195126914,1,2025-09-25 13:40:50
1111,1950381870181064600,8,2025-01-16 09:22:33
969,8237784718171024717,2,2023-07-15 22:36:52
98,6180969754270073365,2,2024-07-30 15:55:41
315,3231093989595323384,3,2025-08-29 00:15:39
263,3586142762930143107,8,2023-05-13 06:06:21
1428,6380347287598492482,5,2024-09-17 23:37:27
1254,4150112596896701986,0,2024-11-04 07:37:15
589,1645038640357443350,10,2023-09-25 17:52:25
1156,7461235835168758983,2,2025-06-18 13:36:03
985,5379799047819847404,4,2025-10-26 07:54:17
556,425800952329038904,5,2023-03-20 16:06:35
952,8623826737182671410,9,2025-08-13 13:29:19
1167,4388549959236104860,9,2023-10-21 07:30:15
492,13694400120605134,1,2025-07-26 17:28:57
1229,12380944597767831541,9,2025-02-28 08:14:03
193,1098727330974158612,6,2023-04-05 23:32:27
1414,16219344873696351957,10,2023-03-19 18:34:36
1459,4283083884496624047,1,2024-05-15 14:04:50
378,6657568642262128255,2,2024-10-22 23:41:28
940,11373411864190717786,5,2024-07-23 20:38:19
190,471471517629915752,9,2025-03-02 07:12:24
705,14903784115485373382,4,2024-03-21 21:32:58
429,8501476874756973794,4,2024-07-13 07:57:50
1169,18263531705920882756,0,2024-09-29 05:17:41
1088,10200157430199176897,10,2025-08-13 00:05:35
523,17434147708568423968,10,2024-06-13 03:03:35
435,12336522121029998847,4,2024-05-15 02:08:32
1405,8016570707851566173,8,2024-12-22 03:50:30
1407,6883780305302596480,6,2024-08-04 17:21:34
423,8141916456061028718,4,2025-08-12 00:56:01
829,285441008638955552,6,2025-01-29 08:12:26
74,3796942649678320159,4,2023-08-01 14:50:19
942,12886992348167202455,4,2025-05-08 03:10:21
24,15335074416041082819,1,2023-09-04 12:09:52
401,11470592342487880268,2,2025-04-07 03:06:51
1490,4251918655845469181,9,2023-03-17 19:45:30
535,10978925400990131857,3,2024-05-09 21:31:49
918,4135009653352144395,8,2025-10-29 10:12:06
310,3417540777239214446,3,2024-03-07 03:33:04
1386,4477033067579379937,2,2025-06-18 02:57:12
1394,4926003322107396502,6,2025-01-02 19:19:16
769,2513966631513349620,8,2023-07-05 04:58:54
213,12239273747259501205,2,2024-09-21 16:51:21
1385,750039292379566535,5,2025-07-29 03:53:58
54,7884861624663125390,7,2023-01-24 02:15:24
232,10162300168607273216,6,2023-02-07 07:06:41
1171,6754246192458358849,9,2025-10-06 12:48:48
1085,4508700488849011157,3,2024-03-16 11:06:08
1204,87316381528365537,0,2024-06-12 10:53:45
134,10022494475175729314,10,2023-03-09 05:20:06
597,15932381432324571032,3,2023-12-16 13:43:44
274,2959463584628652896,8,2024-11-20 12:43:57
212,4903909202945887845,6,2025-03-18 00:11:36
197,3057378196130663001,3,2025-04-13 14:39:43
144,2517314527768972949,3,2024-07-20 11:10:59
1159,10997085220489066370,8,2024-12-21 07:06:41
1139,547433957527436202,0,2023-07-06 22:36:31
320,4963095877527971990,9,2024-05-29 06:58:13
356,5711961175567865790,10,2024-03-04 04:43:38
1442,13073586959798999610,7,2023-11-24 22:28:48
60,10886765165645457452,10,2023-05-04 10:34:12
510,6371107409772691760,0,2024-02-05 14:44:16
1432,10663926060270073119,3,2025-05-21 00:17:48
975,5815423582504298888,1,2024-12-28 19:21:34
1256,2765343191073428557,2,2024-09-27 14:26:40
40,209670308547457595,7,2024-07-29 05:10:49
1251,16046357539168257537,3,2025-06-25 00:17:37
1487,15531165569355694844,1,2023-01-12 13:02:59
1217,11070798844863174367,0,2024-05-09 04:09:39
975,2171303081427077787,6,2023-12-26 14:20:00
462,1568118809790852392,2,2023-08-28 21:56:15
1211,13678894361592106578,2,2024-02-12 05:13:18
1031,16601156083178629518,4,2024-10-16 09:03:04
941,11893271160019071489,7,2024-03-08 17:07:20
431,9413654194416129507,1,2024-01-08 13:04:03
538,7051044742331848387,1,2023-09-02 06:15:15
1131,11572200342287219970,9,2023-02-05 05:56:16
1203,6104366175406552612,2,2024-11-30 04:04:55
1142,10540025710151001434,3,2024-11-27 20:46:54
979,14259636603599929621,3,2025-08-17 21:19:55
834,11255582801634875443,1,2025-09-28 17:01:14
1072,14020609527384261896,0,2023-09-03 17:42:36
443,18347984245039128756,2,2024-08-31 00:14:15
1020,13463812150076254954,10,2025-06-21 14:11:17
664,10565820328151658347,7,2025-07-31 16:57:56
782,18404986471209588984,9,2023-01-13 12:38:36
791,17997461923647328944,7,2025-03-18 04:22:39
301,767195862752244070,4,2024-11-24 20:45:50
785,9107009077278631312,7,2023-06-18 20:32:18
1054,8396599047206571897,0,2024-04-23 22:42:58
1104,2978649140137079353,1,2023-07-09 12:03:30
638,11767779130930776191,4,2024-09-11 00:02:13
118,12895707904215447063,10,2023-09-23 18:46:31
275,17338256596838219222,9,2025-04-23 09:22:04
1324,19866612308637060,9,2023-10-04 01:50:45
921,7388461833335921790,4,2024-06-16 20:25:27
155,2249346994328370639,6,2024-04-22 08:42:35
1268,3235273610833596240,7,2024-10-22 11:21:24
1289,12021684488215610791,10,2023-08-11 11:52:51
82,4016472858070329298,0,2025-10-14 18:23:47
1002,9862157875216739398,9,2025-08-10 08:45:19
519,17783535988419829071,1,2023-02-13 14:08:26
573,5864281925430233317,4,2024-09-07 18:52:19
1329,11178436471564888864,4,2024-02-23 02:08:03
765,13201200259897901059,6,2024-09-14 10:26:49
272,18410165331512173824,1,2025-06-16 09:35:32
255,4430203021679859786,1,2023-09-30 19:08:19
122,3137198855749333298,0,2025-02-11 13:14:05
746,7515450140284054499,4,2025-03-23 17:56:48
846,8432139507689722746,9,2025-06-26 10:42:36
1354,9661402616109209569,5,2023-09-08 03:55:28
54,2626462879409115628,4,2025-02-03 01:10:19
121,12228954885191566525,9,2024-09-12 15:36:50
1355,12037599993314300299,5,2023-02-05 23:20:33
1307,4481843399748380840,4,2024-09-03 15:28:42
1483,5838528453812417806,8,2024-09-29 05:08:44
345,3801785135777701234,10,2024-11-01 19:02:42
375,11881795438651146079,0,2023-05-20 04:24:04
545,6331446984885796303,3,2025-09-05 13:06:41
1252,9606887159843656109,4,2023-12-03 15:12:17
1296,8212481865531549377,4,2023-04-02 00:07:34
1377,10081841233507461432,5,2025-07-01 06:37:06
671,348389486289905402,0,2024-05-22 22:02:58
255,3897615803864650057,8,2024-02-12 03:41:18
1316,4011676350947210158,0,2023-10-10 17:21:42
445,12866937610878378211,8,2024-06-04 11:31:37
221,15950311562332615981,9,2024-10-12 23:24:41
1045,17106699646286562638,1,2023-07-07 10:10:05
122,3716269597724907458,3,2025-03-17 07:50:33
1035,14430756989133458734,8,2024-04-16 04:32:03
75,105771846087931507,8,2025-06-17 21:26:09
633,14994834612689883681,0,2025-04-28 19:06:32
1216,9289820516122346580,4,2023-04-19 22:28:10
906,2484166574491169301,10,2023-07-05 15:00:16
401,15487738105439727122,2,2023-08-06 03:18:03
991,16771401286307663550,1,2025-08-07 21:04:43
1409,12408751105084055061,9,2024-03-02 19:28:44
1080,16710183849870084413,7,2024-04-18 02:02:16
953,850083202119066060,1,2023-11-02 09:38:37
10,2260817794653654241,4,2025-03-24 23:15:01
1274,916066797855023571,9,2024-05-27 21:42:58
378,12934570051386351749,0,2025-04-25 08:57:28
369,7292225522564383658,5,2024-03-12 06:41:34
909,12373810918455977275,3,2024-07-15 11:18:39
294,7241664088072711202,8,2023-10-22 11:25:42
454,17426036508892721858,10,2025-08-11 19:12:45
70,14899733725791212434,0,2025-08-30 07:51:00
1279,11156271818768873831,9,2023-08-23 18:30:48
589,6742160328062807439,2,2023-06-05 00:08:27
1294,3060347528268126887,2,2024-04-06 09:09:03
340,10740908415124349596,2,2023-02-05 07:41:24
808,24469667441633847,2,2025-09-12 16:06:08
1160,3518496330138316260,9,2025-06-22 21:32:13
1407,13789647131582788517,8,2024-04-03 19:35:51
579,8817672736539618004,0,2023-01-06 00:43:14
623,15516548869604843486,8,2024-08-28 23:50:13
440,2952956762034292978,3,2025-04-15 10:42:10
149,3243498920033532278,0,2023-11-03 15:22:27
672,17366962300369083681,2,2024-06-02 14:57:00
1098,7207223525356889862,1,2024-12-28 13:01:48
432,15746057168154974103,8,2024-06-04 13:06:35
1372,11410850622513144382,6,2025-07-09 14:44:15
814,13943915988715062199,6,2023-09-16 05:17:39
275,233436826914620794,7,2023-06-01 02:31:30
1075,210438203255076307,0,2024-03-16 16:29:09
1452,5637612528647535793,8,2025-03-15 17:38:45
1349,4046401358302864929,8,2025-03-06 19:37:08
1200,13571123215892056284,7,2023-05-19 04:18:23
1335,4061855467368730284,10,2024-03-18 15:59:52
1491,17380451393559559978,8,2024-03-17 23:26:01
1190,3783831350869751708,3,2024-12-17 22:17:29
418,4991657045981236809,2,2024-12-05 03:11:19
1415,143334266864929711,10,2025-05-19 02:10:14
1458,1366914179145938325,0,2025-03-23 22:08:14
524,1538376334937017156,0,2024-03-14 17:00:09
1303,6570481929190704732,10,2025-03-04 02:56:21
490,6220436702242003605,7,2023-01-21 10:05:19
1274,2848957067289902809,8,2025-05-14 04:51:39
1113,2768612046724699031,3,2025-10-11 21:09:59
1247,16647197679813787890,3,2023-06-09 01:48:06
1076,13768876053417024213,9,2023-05-03 00:16:29
824,1733258791181271914,6,2025-03-22 05:15:50
1471,2761449562394416407,8,2023-06-20 00:19:36
837,1365275404895960318,10,2023-03-13 22:41:25
402,4900105211894399679,6,2024-10-11 18:14:53
895,144994657856449128,2,2023-02-06 18:03:32
863,5919275012020216959,6,2023-06-03 18:01:38
1016,3935142386727239119,7,2023-05-03 09:26:56
1293,16871411440092934528,4,2023-02-22 20:29:35
848,4324319134633367021,1,2024-12-10 14:44:56
91,8509692897245590013,2,2023-07-20 21:07:27
180,1618338880144315902,1,2023-08-26 09:57:11
1183,9733122403381094982,3,2023-09-12 08:10:21
1398,5740418143070900441,9,2023-10-09 10:38:06
721,10018737907591094609,4,2024-12-11 00:41:50
106,18172570387793281658,5,2025-10-12 14:06:24
1449,3000263164054761403,8,2025-01-18 10:49:30
722,8577096577261809920,10,2025-06-21 06:10:13
191,10898876821832496492,6,2023-10-31 17:53:46
1415,5233926374215845094,10,2023-11-14 01:39:57
396,16545225439048543219,8,2024-04-30 12:25:22
183,3675599434236531882,4,2025-08-16 04:46:37
129,9819578306308454860,3,2023-01-18 09:49:01
139,4911434667817731272,6,2023-12-21 21:48:38
691,13998649702011778220,10,2023-12-04 01:26:37
36,10062204451275279594,0,2023-08-17 10:46:49
106,14148500741116441530,7,2025-01-23 16:53:37
1410,6461657988786282579,7,2025-08-22 16:23:04
1046,9843353213845483213,4,2023-10-25 16:29:24
124,9323222929045903686,6,2023-07-08 04:51:24
12,4087050016910774179,4,2024-08-12 13:13:51
16,3273546117854351107,8,2024-06-30 02:27:04
1266,7818102536414237061,1,2023-06-03 06:51:05
498,6631331698457185312,6,2023-10-20 03:36:08
1329,4296268166657771058,0,2024-11-06 22:57:20
270,575229793968240787,6,2023-04-21 22:18:08
437,626709439072285385,8,2023-01-03 10:14:24
323,7962416612430569492,3,2024-11-26 16:59:17
1026,2163655572204998955,0,2024-05-16 08:01:17
688,17916793812477688373,8,2024-06-25 04:06:22
949,4729399264524455981,10,2023-05-12 23:07:40
1167,18049632173922824928,1,2025-05-17 08:08:35
1360,2129345105825702722,7,2023-01-21 00:44:04
965,2980136772186661733,0,2023-05-01 11:22:55
1,9225725213063807992,7,2024-12-10 22:09:24
894,9973706424851830445,7,2023-09-29 14:52:19
175,896938515130646628,4,2023-03-17 10:00:14
1333,7687675725538810909,2,2024-06-30 20:19:10
344,14010467585400644007,5,2025-03-22 05:26:55
5,3076975529139659376,2,2023-09-07 02:21:24
364,2980937994565307007,3,2023-03-08 01:43:39
1155,8784031496776430470,4,2023-12-13 13:03:35
202,4144253937805109954,2,2024-05-20 10:32:34
1041,4059122852399666170,1,2023-10-27 00:45:49
328,5550762205174947246,5,2025-01-04 09:30:28
40,16631535144939173608,7,2025-06-07 02:49:05
255,12449936047013869818,7,2024-10-04 15:57:38
359,7761116442975978886,2,2024-11-05 17:48:47
340,8064247415992095614,1,2024-03-07 07:17:36
712,3852105180146232566,9,2025-07-31 17:37:03
725,17760441683799883290,9,2023-07-29 14:07:56
682,14020975246827934002,3,2025-01-01 03:46:15
116,955010391684156073,3,2025-06-04 22:44:33
1169,657944695194216442,0,2024-04-19 16:39:02
945,9999763171863445205,5,2024-12-06 09:59:34
1345,15318877431402365353,4,2024-08-08 17:54:43
1445,2730375026047105917,9,2025-04-17 06:45:19
567,8282932432276074542,2,2025-02-12 14:29:50
243,10443720808909884977,4,2024-01-06 05:58:48
579,5775693230588528386,0,2025-06-25 14:59:08
143,16871411440092934528,8,2024-10-01 03:21:08
111,11539687174396321493,6,2023-06-27 01:03:22
738,10800747431304766168,0,2024-01-23 08:15:46
436,11983030395347145815,9,2025-07-29 03:59:51
77,11082447279000909013,0,2025-04-29 11:28:22
134,10977334991924779607,8,2024-04-30 10:36:47
1366,8750524808329270501,3,2025-01-06 12:56:10
1143,16502055304866948647,9,2024-03-21 23:03:04
139,2467493986251634894,0,2024-05-19 07:39:49
1211,1656880322682675629,1,2024-03-08 06:02:57
1406,3190437199406288561,5,2024-05-26 10:06:47
333,6403211026178339746,2,2025-09-08 04:40:38
706,14645685865363122648,9,2025-04-30 23:02:52
1208,6290183075009002344,2,2023-01-16 19:04:20
650,5740418143070900441,6,2025-10-20 19:19:33
78,10630510257883261956,7,2023-03-07 15:41:59
1251,4004529468802487518,8,2024-10-22 11:16:03
316,6893000537653076592,1,2024-11-29 07:28:27
593,15487771028733029786,9,2024-08-31 00:01:47
1333,3083636002711977735,5,2025-07-20 04:16:59
1214,16073212117870691272,9,2023-01-04 02:33:18
1500,5042158462786741434,7,2025-01-24 11:19:32
1220,13202197787230543261,4,2024-11-14 13:36:59
108,10181683081975683382,2,2024-08-20 20:07:33
339,16409002575335297206,4,2024-12-30 09:40:04
708,7320469637254167254,4,2023-08-06 16:31:15
1356,17686675204603847756,4,2025-07-07 05:58:22
1015,16276912814073686459,5,2023-04-09 21:39:30
561,13676970422835673572,6,2025-02-10 02:10:14
888,843052958662571751,0,2024-08-27 22:41:25
108,240745844876646004,9,2023-09-22 02:53:29
477,3939006004901749024,0,2024-12-09 14:02:30
358,7408004990975786146,7,2024-12-13 19:21:12
380,4660989238096969708,6,2025-06-23 04:23:29
1303,8461375672849106727,10,2023-04-26 20:53:51
148,3047514117826707341,3,2023-10-27 12:03:35
1380,15427674267748109009,9,2024-05-20 02:50:34
1396,1988761039996742620,0,2024-08-17 17:18:55
105,12768989675251565256,6,2023-02-25 15:21:32
382,7240011403794629350,7,2025-06-14 12:28:51
227,8266913568733819158,0,2024-08-01 10:43:28
1356,5324940362122173345,8,2024-02-07 23:45:47
363,3706574126513824918,1,2023-09-24 21:54:11
626,6706694596887641469,8,2025-01-01 10:45:06
312,7935847270269162347,4,2023-06-05 00:54:17
629,15807150771186465696,8,2023-05-11 06:31:34
177,4130919392949204548,4,2023-03-26 05:46:04
83,39805579222901303,0,2024-08-29 00:01:05
266,6419630089513020828,5,2024-07-12 22:15:04
1154,7688700224181799028,3,2023-03-20 12:52:58
376,1209737336776586787,10,2023-04-29 03:52:54
1355,17116562526161981078,1,2024-01-27 02:25:19
1197,17489227463991527414,1,2024-05-08 01:10:11
1440,3550042238864631723,0,2024-03-18 12:21:05
475,16298880210095486510,3,2025-01-15 08:52:28
690,7519897179344981696,5,2024-06-01 23:32:32
285,5160845385735215482,3,2025-01-08 06:49:20
1413,7405822976215236964,1,2024-09-14 05:25:36
1208,18151237035934244798,3,2023-02-06 00:44:54
142,1981307538104445554,6,2024-12-19 15:27:27
170,9571664339680453097,3,2024-07-03 23:53:00
466,15090253095022831728,10,2024-09-24 17:04:03
1164,11296503321347411653,6,2024-12-06 22:22:33
342,8960905897593656936,6,2024-10-28 00:36:08
293,7423014398517153649,1,2024-06-30 13:54:23
798,8793182820550447763,4,2024-09-26 03:19:15
245,15033823828703864390,9,2023-06-08 02:56:56
1054,14868733503018839949,8,2024-07-24 02:09:23
523,2308886471688642772,3,2025-05-27 23:06:51
449,8457403741558793952,1,2023-03-07 22:30:48
425,10105847314557393942,3,2023-08-11 07:43:15
433,16623678422334223386,1,2023-11-11 17:02:30
972,17814656032355169295,2,2024-02-02 14:26:12
1086,11503844178997918830,7,2024-07-07 04:21:01
210,5233980229090727749,7,2025-05-19 13:46:19
426,9766722701551111507,1,2023-02-22 13:57:34
1351,15098806530772203107,7,2025-05-17 13:20:17
1089,1182512641592802391,8,2025-07-13 18:44:04
447,9852265120146608432,10,2023-04-15 19:34:58
1026,10561010115242468859,10,2024-05-30 10:47:48
1376,713218240227652828,4,2024-10-10 13:51:05
794,6290598253054036444,2,2025-10-15 09:27:55
381,12653490343821269789,3,2025-04-08 09:01:27
888,11201081988468566246,3,2023-10-08 13:49:46
1445,5854371506210876231,1,2023-09-26 02:34:45
178,15662550779519973104,8,2024-11-24 06:09:18
301,5262722059102563188,10,2025-03-02 07:15:26
1472,3076975529139659376,0,2024-09-04 18:28:12
838,1720021766429536343,10,2025-08-22 05:13:10
1152,4263551694384727285,1,2025-06-17 00:03:05
608,617326695168681536,4,2025-01-10 02:49:13
906,1672352014055058775,6,2025-01-23 18:05:11
982,2882527806074513566,8,2024-12-20 16:38:50
1418,859712282963300518,5,2024-05-15 20:26:45
684,16817687351091262256,0,2023-05-08 18:50:56
133,3854941210284539553,1,2023-06-29 18:58:58
900,17198550765493594778,5,2023-02-04 03:39:11
234,10841078288174030938,0,2023-08-12 17:27:04
385,4867559159828394276,10,2023-12-03 18:12:57
1185,18193848271041870107,9,2024-09-01 06:19:41
959,13001796178712468316,8,2023-08-27 13:23:40
1316,9975429447765862349,4,2023-11-11 11:40:54
1130,292160652209878608,10,2023-11-01 10:46:33
1067,12766968959645492771,7,2023-11-25 07:58:29
1337,6805531226912449457,0,2024-11-16 03:27:14
863,16487181107076758281,10,2025-09-13 18:08:36
449,410231854541433961,7,2024-01-24 17:42:21
1460,13899622498031519733,2,2025-09-02 14:45:11
1047,5548262504614301620,3,2024-09-14 15:01:28
660,11763228573637562783,3,2024-11-16 15:37:04
464,14658771441746781554,4,2024-12-30 09:04:23
618,6570481929190704732,9,2025-03-22 04:43:20
92,3360028338371873750,6,2025-05-14 11:46:52
449,8759771003970418953,4,2023-12-31 18:44:29
725,15595716561809865001,8,2025-07-06 09:56:48
374,948957674147248400,9,2023-09-03 03:56:25
927,9801022044542561819,8,2023-04-09 06:14:28
687,4535719922120145922,8,2025-06-30 09:27:34
1407,1983062253835032160,9,2025-08-05 10:15:14
76,8759256005860606590,7,2024-09-24 02:21:10
1334,8378965077813257790,8,2025-01-20 02:18:51
490,14482391839746854861,9,2025-03-06 08:40:04
95,10484345143736048364,5,2023-09-02 06:22:14
906,3384484974197358700,1,2023-07-14 06:02:40
143,7111201331154824613,0,2025-08-07 12:27:38
1481,10877839433704887439,2,2025-07-17 14:50:01
368,4963047209638123413,10,2025-05-28 04:30:12
492,10839931634946615836,2,2023-10-01 16:07:08
201,68975658303064049,10,2023-04-27 22:28:12
844,14692326972360646244,3,2023-06-30 00:22:22
316,17298846443219587636,3,2025-08-13 03:47:41
756,9287059845947406348,4,2025-10-14 02:23:04
1417,9549866125010720048,6,2023-09-22 03:51:44
245,6807025566936910171,10,2024-01-06 11:04:44
302,14031365243256066939,0,2023-12-02 20:29:10
1404,917708900474093059,8,2023-03-22 16:57:04
1389,1893643064895786181,2,2024-08-29 19:19:59
1287,13202969855113715423,9,2025-02-21 21:43:48
967,14439482345158538885,0,2025-04-16 07:21:52
1306,12185096634111211558,8,2024-10-23 22:55:44
1288,18238604362329314144,10,2023-02-12 03:46:13
892,17677247158040973788,6,2025-08-15 20:20:23
193,12544454875265278655,2,2023-12-30 18:37:45
643,13070328263354114703,10,2024-09-03 16:23:41
94,46840734551631412,8,2023-06-26 23:35:19
439,14734743242644779607,9,2024-08-23 14:57:04
762,12066819452207958180,2,2024-11-26 19:14:45
576,18007415446426648112,7,2025-05-13 14:38:55
852,17408832508973007441,0,2023-10-31 23:09:37
732,15892242094556299610,10,2023-05-20 16:37:30
965,12240451688509016372,3,2024-10-14 16:05:56
652,8412386946182409566,4,2023-03-25 15:31:05
1081,9594446858635492103,3,2025-09-22 08:10:59
585,17190185455386699680,8,2025-04-13 22:19:16
812,16244544731501444594,6,2024-12-31 03:01:58
361,14787369108401098367,6,2025-02-22 08:49:51
1167,3273652662115649931,10,2023-07-24 09:05:20
1374,12908984193466017955,1,2025-10-18 04:21:55
1243,3673531568474533733,7,2025-09-07 17:52:43
1211,14931093749464785230,2,2023-11-06 00:04:23
462,6417904736944582260,6,2023-08-13 21:48:18
498,14720813880310651829,9,2023-07-07 00:44:13
612,13802569682805354760,2,2024-08-12 18:56:25
330,8092730602040043194,10,2024-08-13 02:56:48
1297,15952868503621461664,0,2023-05-31 22:57:29
843,9919098633446691976,10,2023-03-27 01:44:59
1115,6940318384985961157,3,2023-04-15 11:53:09
513,12037235295303362685,8,2024-05-31 02:57:27
585,10137748764853435652,7,2024-08-15 11:53:05
442,8955551263299452233,8,2025-01-04 11:28:21
1497,12437190655771374736,2,2024-06-01 05:37:57
1296,10257419481022248569,5,2024-10-05 14:05:48
1442,14899733725791212434,7,2025-10-06 09:26:27
876,16361159960708634792,5,2025-09-03 10:28:33
407,2489563415775022143,10,2025-09-04 00:41:57
291,7785890023140270351,9,2025-05-30 05:17:00
1162,18083012874748530299,2,2023-10-09 01:51:29
723,16693777058490025105,4,2024-04-13 00:39:24
1125,10978925400990131857,9,2025-01-07 08:27:48
930,4514483708835751689,8,2023-02-17 15:40:41
